id;wb_1;wb_2;wb_3;wb_4;wb_5;wb_6;wb_7;wb_8;wb_9;wb_10;wb_11;wb_12;wb_13;wb_14;stress_1;stress_2;stress_3;stress_4;stress_5;stress_6;stress_7;soc_1;soc_2;soc_3;soc_4;soc_5;soc_6;soc_7;soc_8;soc_9;soc_10;soc_11;soc_12;soc_13;sonc_1;sonc_2;sonc_3;sonc_4;sonc_5;sonc_6;sonc_7;sonc_8;trust_media;trust_court;trust_police;trust_pm;trust_gov;trust_econ;trust_health;trust_hospital;trust_edu;trust_localgov;trust_relig;support_family;support_community;support_virtual;support_gov;support_work;support_relig;support_friends;gender;age;age_1;soc;sonc;wb;trust;support;mh;edu - dummy;edu;stress
222;5;5;5;3;2;2;5;2;3;4;3;3;3;5;0;0;1;0;0;1;0;7;4;5;6;6;6;5;6;5;6;4;6;5;2;2;4;3;3;2;2;6;3;2;3;1;1;1;2;3;2;3;3;5;4;3;2;3;3;4;2;1979;42;5.461538462;3;3.571428571;2.181818182;3.428571429;1.384615385;6;tertiary;2
223;2;6;5;4;3;3;2;4;4;4;3;5;3;5;1;1;1;1;0;1;0;5;6;6;7;6;5;3;5;3;5;6;7;5;2;4;4;5;4;6;5;6;3;3;3;3;3;3;3;4;3;3;3;4;2;2;3;4;1;4;2;1970;51;5.307692308;4.5;3.785714286;3.090909091;2.857142857;1.615384615;7;tertiary;5
224;6;4;4;3;3;2;4;3;4;5;4;2;4;4;1;1;1;0;1;1;0;5;3;4;6;6;7;6;6;6;4;4;5;5;1;3;4;4;4;5;3;5;2;4;4;1;2;2;2;5;1;4;;5;3;3;1;3;;4;2;1978;43;5.153846154;3.625;3.714285714;2.7;3.166666667;1.615384615;6;tertiary;5
225;5;6;6;6;1;2;5;3;6;5;5;5;5;6;0;0;1;0;0;2;0;7;4;5;7;7;7;6;7;6;6;6;6;6;1;1;3;1;1;5;1;5;1;2;3;1;1;1;1;5;;;;4;1;1;1;4;;4;1;1964;57;6.153846154;2.25;4.714285714;1.875;2.5;1.307692308;7;tertiary;3
226;4;5;4;5;4;1;4;2;5;5;5;5;5;5;3;2;1;0;0;1;2;5;3;3;6;5;3;4;2;3;3;4;4;5;3;5;3;2;4;2;5;3;4;3;4;1;2;1;1;4;2;4;1;4;2;;2;;;5;2;1993;28;3.846153846;3.375;4.214285714;2.454545455;3.25;2.230769231;6;tertiary;9
227;5;2;2;2;5;1;3;2;5;4;2;2;6;1;3;0;2;0;1;2;0;7;6;6;2;6;7;7;5;7;5;5;6;7;1;2;2;4;4;3;3;5;2;3;3;2;2;3;3;5;3;3;1;5;4;2;4;5;1;4;1;1988;33;5.846153846;3;3;2.727272727;3.571428571;1.615384615;6;tertiary;8
228;6;6;6;4;6;1;4;1;5;4;6;4;5;4;1;1;2;1;1;1;0;5;6;6;6;6;6;4;6;6;6;6;6;6;6;1;4;1;2;2;4;6;3;3;2;1;1;1;1;3;1;2;1;4;2;4;1;3;;4;1;1988;33;5.769230769;3.25;4.428571429;1.727272727;3;1.615384615;6;tertiary;7
229;5;6;5;2;5;3;4;3;4;4;5;3;2;3;1;1;1;1;0;0;0;4;6;7;5;2;3;6;4;3;5;4;4;6;1;1;3;2;2;3;4;3;5;5;5;1;2;2;4;5;2;3;2;5;3;2;1;4;2;5;1;1992;29;4.538461538;2.375;3.857142857;3.272727273;3.142857143;1.461538462;6;tertiary;4
230;5;5;4;4;6;4;4;3;6;5;6;4;5;5;1;0;1;3;0;1;0;7;6;6;6;6;6;4;6;6;6;5;6;7;2;4;4;5;4;5;3;5;3;;;1;2;2;2;5;3;4;;5;4;4;3;;;4;2;1981;40;5.923076923;4;4.714285714;2.75;4;1.461538462;6;tertiary;6
231;3;3;3;3;4;1;3;2;2;3;4;1;1;3;2;2;1;2;0;2;0;5;3;5;3;6;6;5;4;4;3;6;6;1;4;5;6;3;6;5;5;6;2;5;3;1;2;2;3;5;2;5;4;5;4;3;2;;4;5;1;1976;45;4.384615385;5;2.571428571;3.090909091;3.833333333;2;7;tertiary;9
232;4;6;6;6;6;4;6;6;6;6;5;6;6;6;0;0;0;0;0;0;0;6;7;6;6;7;7;5;7;6;6;6;7;7;2;2;3;4;3;5;5;6;5;5;5;2;4;3;4;4;4;5;;5;5;1;3;3;1;5;1;1973;48;6.384615385;3.75;5.642857143;4.1;3.285714286;1;6;tertiary;0
233;4;5;4;1;1;1;3;2;4;4;4;4;3;3;1;2;1;1;0;2;1;3;2;5;2;4;1;3;2;2;2;2;1;5;3;5;3;3;4;2;1;5;2;3;3;1;1;1;1;5;1;4;4;4;1;5;1;1;1;5;2;1990;31;2.615384615;3.25;3.071428571;2.363636364;2.571428571;2.076923077;6;tertiary;8
234;3;3;3;4;2;4;3;3;5;6;6;5;5;5;1;1;1;1;1;1;0;7;3;3;6;5;6;5;7;6;3;6;5;5;3;5;4;5;3;4;4;6;3;4;4;2;2;2;3;4;2;2;;5;3;3;2;4;1;5;2;1963;58;5.153846154;4.25;4.071428571;2.8;3.285714286;1.692307692;7;tertiary;6
235;5;6;5;6;3;3;5;3;5;5;5;5;4;5;3;1;2;1;1;1;0;5;6;5;5;6;6;4;5;6;6;5;6;6;2;2;4;4;4;3;4;4;1;5;4;1;2;2;3;4;2;2;4;3;2;2;1;3;3;4;2;1986;35;5.461538462;3.375;4.642857143;2.727272727;2.571428571;2;6;tertiary;9
236;5;5;5;4;4;6;6;4;6;6;5;6;4;6;1;1;2;2;1;2;1;7;3;4;5;4;6;3;2;2;3;4;3;4;7;1;3;2;3;2;1;2;2;;4;3;4;4;5;5;3;2;;4;3;3;4;5;;4;1;1998;23;3.846153846;2.625;5.142857143;3.555555556;3.833333333;2.307692308;4;secondary;10
237;5;5;4;3;4;2;3;2;3;5;3;4;3;4;1;0;1;1;0;1;0;7;5;6;6;6;3;5;3;3;5;4;6;4;2;1;4;3;4;3;3;5;2;4;3;1;1;1;1;4;2;3;4;5;4;2;1;4;4;5;1;1968;53;4.846153846;3.125;3.571428571;2.363636364;3.571428571;1.461538462;6;tertiary;4
238;4;4;3;1;2;1;1;2;3;3;2;2;2;2;1;1;1;1;0;1;0;7;5;4;7;5;6;1;4;5;4;4;6;6;2;6;4;5;4;4;5;6;2;;2;1;1;1;2;4;2;;1;5;3;2;1;3;;3;2;1986;35;4.923076923;4.5;2.285714286;1.777777778;2.833333333;1.923076923;6;tertiary;5
239;2;2;5;1;1;2;4;3;2;5;2;5;4;3;2;0;2;3;0;2;0;5;3;3;6;6;4;3;5;6;3;5;3;6;3;4;4;6;5;2;4;6;1;5;4;2;3;2;2;5;3;3;1;1;3;3;2;5;;5;1;1987;34;4.461538462;4.25;2.928571429;2.818181818;3.166666667;2.230769231;6;tertiary;9
240;5;6;6;5;3;3;5;4;4;5;6;5;4;5;1;2;3;2;1;1;0;7;6;6;6;6;4;6;4;5;6;5;2;3;2;4;5;4;5;5;4;5;3;4;4;2;2;1;3;5;2;3;1;5;3;4;2;4;;5;1;1992;29;5.076923077;4.25;4.714285714;2.727272727;3.833333333;2;6;tertiary;10
241;2;6;3;6;5;4;3;2;6;5;6;6;5;5;2;1;2;2;0;1;1;2;2;3;7;5;3;4;6;6;3;6;7;7;3;3;2;5;4;4;3;4;1;2;1;1;1;1;1;1;1;1;;5;4;;1;;;4;2;1987;34;4.692307692;3.5;4.571428571;1.1;3.5;2.076923077;5;tertiary;9
242;4;6;6;5;2;2;5;2;5;6;6;5;5;6;1;0;1;1;1;0;0;7;4;4;5;6;6;5;5;3;5;2;7;6;1;5;5;6;5;4;4;6;2;1;1;3;3;3;4;5;3;2;;5;2;1;1;3;;4;2;1971;50;5;4.5;4.642857143;2.7;2.666666667;1.307692308;4;secondary;4
243;2;3;2;1;3;2;2;3;2;4;3;2;2;1;1;1;2;1;1;3;1;5;5;5;1;3;2;3;1;1;2;1;2;5;2;4;3;3;2;5;2;5;3;4;5;2;2;2;3;5;2;3;2;4;1;3;2;4;;4;2;1994;27;2.769230769;3.25;2.285714286;3;3;2.076923077;6;tertiary;10
244;5;6;5;5;5;1;1;3;1;4;5;5;4;5;1;0;1;1;0;1;1;6;4;5;4;4;4;5;3;6;4;3;6;5;2;4;3;3;4;6;2;3;1;3;3;3;3;3;3;4;3;3;1;5;1;1;3;4;1;4;2;1994;27;4.538461538;3.375;3.928571429;2.727272727;2.714285714;1.615384615;6;tertiary;5
245;5;6;6;4;6;3;5;3;5;6;5;6;6;6;0;0;1;2;0;1;0;7;4;5;7;7;6;6;5;7;5;6;7;5;3;3;3;5;5;4;5;5;2;2;;2;3;2;2;5;2;3;1;3;1;1;2;4;1;4;2;1974;47;5.923076923;4.125;5.142857143;2.4;2.285714286;1.538461538;4;secondary;4
246;4;3;5;5;2;1;5;1;4;5;4;5;5;5;2;0;1;0;0;1;0;4;2;2;6;3;6;5;3;4;6;6;6;7;1;5;2;2;4;2;4;1;2;3;3;1;1;1;2;5;2;3;1;4;1;1;1;3;1;3;2;1994;27;4.615384615;2.625;3.857142857;2.181818182;2;1.461538462;6;tertiary;4
247;2;4;3;4;2;2;4;1;5;5;3;3;5;5;1;1;1;3;1;1;0;7;5;5;6;7;7;6;6;6;5;4;7;3;3;4;1;5;5;4;2;1;3;4;4;1;2;1;3;5;2;4;1;5;5;4;2;5;;5;2;1992;29;5.692307692;3.125;3.428571429;2.727272727;4.333333333;2;4;secondary;8
248;3;6;5;5;1;3;3;3;3;4;3;3;4;3;1;1;2;1;1;1;1;7;2;3;5;2;4;4;5;6;3;3;5;4;4;1;5;6;5;3;4;4;5;5;3;2;2;2;4;4;3;5;3;5;2;2;2;3;;5;2;1994;27;4.076923077;4;3.5;3.454545455;3.166666667;1.846153846;7;tertiary;8
249;2;2;2;1;3;3;4;2;1;1;3;3;3;2;3;3;2;3;2;2;3;6;4;6;2;1;1;3;1;1;2;2;1;2;3;4;2;5;5;3;4;6;4;3;2;2;2;2;3;5;3;2;3;3;2;4;1;3;3;4;2;1994;27;2.461538462;4;2.285714286;2.818181818;2.857142857;3.153846154;4;secondary;18
250;4;5;4;2;1;1;2;2;2;4;3;3;2;3;1;1;1;1;0;1;1;4;4;5;5;6;3;4;5;5;4;4;5;5;3;2;2;3;2;3;2;3;2;2;3;1;1;1;1;3;2;;1;5;;;2;3;;3;2;1994;27;4.538461538;2.5;2.714285714;1.7;3.25;1.615384615;6;tertiary;6
251;3;6;3;2;2;1;2;2;5;4;5;4;5;3;2;1;1;1;0;1;0;6;3;4;4;5;3;1;3;4;5;5;4;4;4;1;1;3;1;1;1;5;3;4;2;1;1;1;1;5;1;3;;5;1;3;1;5;;4;2;1981;40;3.923076923;2.125;3.357142857;2.2;3.166666667;1.769230769;7;tertiary;6
252;3;6;4;5;2;6;6;6;4;5;5;6;4;6;3;2;3;2;1;1;2;7;4;4;5;6;3;6;3;3;3;4;5;4;5;5;5;5;5;4;4;5;4;;4;2;3;2;4;5;4;4;;4;3;4;2;5;;5;2;1990;31;4.384615385;4.75;4.857142857;3.555555556;3.833333333;2.615384615;6;tertiary;14
253;4;4;3;3;4;1;2;1;4;4;5;3;4;3;2;1;2;1;1;1;1;7;7;4;7;6;3;3;5;3;2;3;5;3;2;5;3;4;7;3;4;2;4;4;3;1;2;;2;5;3;4;;4;2;3;1;;;4;2;2000;21;4.461538462;3.75;3.214285714;3.111111111;2.8;2.307692308;4;secondary;9
254;5;5;4;2;2;2;3;1;3;3;4;4;4;1;2;2;1;3;3;3;1;3;1;3;6;6;4;7;7;3;3;5;4;7;2;1;2;3;3;2;3;5;2;3;;;2;;4;5;4;;;5;3;;2;5;;5;2;1993;28;4.538461538;2.625;3.071428571;3.333333333;4;2.615384615;5;tertiary;15
255;5;5;6;3;3;2;2;1;4;5;5;2;4;6;2;1;2;0;0;2;1;7;6;5;7;4;2;5;4;2;4;3;4;3;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;3;1;3;1;5;2;2;1;4;1;4;2;1994;27;4.307692308;1.125;3.785714286;1.454545455;2.714285714;2.538461538;5;tertiary;8
256;5;6;5;4;1;3;4;3;4;5;5;4;4;4;0;0;1;0;0;0;0;6;5;5;5;5;7;5;7;7;7;5;5;7;4;5;5;6;5;3;6;6;3;;4;1;1;1;2;5;2;;;5;;;1;4;;3;2;1993;28;5.846153846;5;4.071428571;2.375;3.25;1.230769231;6;tertiary;1
257;5;5;4;4;3;1;2;1;4;3;4;3;3;4;1;1;1;0;0;1;1;3;4;6;5;6;5;5;3;3;5;3;4;6;2;2;2;3;4;5;5;4;3;4;3;1;2;2;2;4;2;3;2;3;2;3;2;4;3;4;2;1993;28;4.461538462;3.375;3.285714286;2.545454545;3;1.538461538;6;tertiary;5
258;5;5;5;1;1;3;2;2;3;5;5;4;3;4;1;1;1;0;0;1;0;7;3;5;5;5;4;5;4;4;4;6;5;6;5;4;2;3;4;5;2;2;2;3;4;3;3;3;3;4;3;3;1;5;3;3;3;5;1;4;2;1990;31;4.846153846;3.375;3.428571429;2.909090909;3.428571429;1.384615385;4;secondary;4
259;3;5;4;4;3;2;3;2;4;6;2;3;4;5;3;2;2;2;1;1;0;7;3;5;7;5;5;6;7;3;2;3;6;4;2;2;4;2;3;5;5;3;2;4;4;2;2;;3;4;;;;3;2;2;2;4;;3;2;1993;28;4.846153846;3.25;3.571428571;3;2.666666667;2.076923077;6;tertiary;11
260;3;5;2;1;2;3;3;1;2;3;4;2;3;3;2;2;1;3;1;2;1;6;5;5;4;5;3;3;3;3;4;4;2;4;2;3;1;3;3;3;3;3;2;4;3;1;1;1;1;4;2;3;2;4;2;2;1;2;2;4;2;1994;27;3.923076923;2.625;2.642857143;2.181818182;2.428571429;2.461538462;6;tertiary;12
261;5;6;5;6;5;4;5;4;5;6;6;6;6;6;0;0;0;1;0;0;0;5;6;6;6;7;6;3;6;6;6;5;7;7;5;3;4;4;3;4;3;5;2;3;4;1;2;1;2;5;4;3;;5;1;5;2;;;4;2;1970;51;5.846153846;3.875;5.357142857;2.7;3.4;1.384615385;6;tertiary;1
262;2;4;2;2;4;4;3;2;3;4;4;4;3;5;2;2;2;1;1;1;1;7;5;6;5;6;6;6;3;2;3;5;6;5;3;6;3;4;4;3;3;6;2;2;3;1;1;1;1;4;3;3;2;5;4;4;2;4;;4;2;1976;45;5;4;3.285714286;2.090909091;3.833333333;2.307692308;6;tertiary;10
263;3;4;3;4;3;2;4;2;3;3;4;5;5;3;2;1;1;1;2;2;0;7;3;3;7;7;6;6;5;4;4;5;7;6;4;5;2;3;5;2;5;6;2;5;5;1;1;1;1;5;1;4;1;5;5;2;1;5;1;5;1;1973;48;5.384615385;4;3.428571429;2.454545455;3.428571429;2.076923077;4;secondary;9
264;5;6;4;1;3;1;2;1;3;6;3;5;5;5;1;1;2;2;0;1;1;6;3;4;5;2;3;5;6;3;3;3;3;4;2;2;5;3;4;3;3;6;2;2;2;1;1;1;1;4;1;1;;5;1;4;1;3;;5;2;1996;25;3.846153846;3.5;3.571428571;1.6;3.166666667;2;5;tertiary;8
265;5;5;5;5;5;3;6;2;5;5;4;5;5;5;1;0;0;1;0;1;0;3;3;6;6;6;6;4;5;2;3;5;6;6;2;2;1;2;2;2;2;6;2;3;3;1;1;1;1;3;1;1;1;4;5;5;1;;;5;2;1985;36;4.692307692;2.375;4.642857143;1.636363636;4;1.307692308;4;secondary;3
266;2;6;4;4;4;3;3;2;4;2;3;5;5;5;1;1;1;1;0;2;1;6;6;6;7;6;6;4;6;3;4;4;6;2;4;4;5;4;4;4;3;4;4;;;1;2;1;2;5;3;2;1;5;4;5;3;3;;5;2;1977;44;5.076923077;4;3.714285714;2.333333333;4.166666667;1.846153846;5;tertiary;7
267;5;5;5;5;6;1;4;2;4;6;5;5;5;6;1;0;0;1;1;1;0;3;5;6;7;7;6;6;5;3;1;4;7;5;2;1;2;2;2;2;1;4;1;;2;1;1;1;1;4;1;1;1;4;1;1;1;3;1;4;2;1991;30;5;2;4.571428571;1.4;2.142857143;1.461538462;6;tertiary;4
268;4;6;5;5;5;4;4;2;5;5;4;4;5;6;1;0;0;0;0;1;0;3;5;7;6;7;7;5;6;6;6;6;6;6;2;2;5;5;4;3;4;5;2;4;3;1;2;1;2;5;2;4;1;5;5;1;3;5;;5;2;1966;55;5.846153846;3.75;4.571428571;2.454545455;4;1.307692308;6;tertiary;2
269;3;2;4;2;2;1;1;2;5;4;2;3;3;5;0;0;0;1;0;1;0;2;3;3;7;7;4;3;7;2;3;5;7;7;3;1;3;7;4;3;2;7;3;4;5;1;2;1;2;5;3;5;;5;4;;3;4;;5;1;1978;43;4.615384615;3.75;2.785714286;3.1;4.2;1.384615385;6;tertiary;2
270;5;5;6;5;3;5;5;4;5;4;5;5;4;5;1;1;1;0;1;1;0;7;5;5;4;4;3;3;4;3;5;5;5;6;2;4;4;3;5;5;2;6;2;;3;2;3;2;3;5;3;3;4;5;4;3;2;3;4;5;1;1994;27;4.538461538;3.875;4.714285714;3;3.714285714;1.615384615;5;tertiary;5
271;6;6;6;4;5;4;4;3;5;5;6;5;5;5;1;0;1;0;0;0;0;7;6;6;7;7;6;6;6;6;6;6;5;7;4;4;2;5;5;2;3;6;3;4;5;3;3;3;4;5;3;4;3;5;1;3;3;4;;5;2;1989;32;6.230769231;3.875;4.928571429;3.636363636;3.5;1.384615385;6;tertiary;2
272;6;6;3;2;5;6;6;5;4;5;5;3;4;3;3;0;2;1;1;1;2;6;6;6;5;7;5;4;5;4;3;5;3;5;3;5;5;4;4;3;4;5;3;4;3;2;2;2;3;4;2;3;3;5;4;2;3;1;;4;1;1981;40;4.923076923;4.125;4.5;2.818181818;3.166666667;2.153846154;6;tertiary;10
273;6;6;6;1;1;1;3;1;5;5;6;4;5;4;0;0;1;0;0;0;0;5;7;6;5;5;3;4;4;5;5;3;1;5;2;5;4;5;5;5;3;7;3;1;2;3;3;2;3;4;2;2;3;5;1;1;1;3;1;4;2;1991;30;4.461538462;4.5;3.857142857;2.545454545;2.285714286;1.384615385;6;tertiary;1
274;4;6;5;4;2;3;4;3;5;5;5;4;5;5;1;0;1;0;0;1;0;5;4;3;4;6;7;7;5;3;4;5;6;7;5;7;6;5;3;6;5;6;2;3;3;1;1;1;1;4;1;3;;4;2;3;1;5;;5;2;1978;43;5.076923077;5.375;4.285714286;2;3.333333333;1.307692308;5;tertiary;3
275;2;2;4;4;5;3;5;2;3;5;5;5;5;6;1;2;2;1;1;2;2;7;7;6;7;2;7;5;2;4;6;5;6;6;1;1;1;7;4;7;3;6;1;4;4;1;1;1;1;5;1;1;3;4;1;1;1;5;5;5;1;1989;32;5.384615385;3.75;4;2.090909091;3.142857143;2.076923077;5;tertiary;11
276;4;5;5;3;3;4;5;3;2;1;2;4;4;3;1;0;1;0;1;1;0;7;6;6;4;7;6;4;3;4;4;4;4;5;5;3;3;4;4;3;3;4;3;4;4;1;3;1;3;5;3;3;3;5;1;3;2;4;1;4;2;1994;27;4.923076923;3.625;3.428571429;3;2.857142857;1.384615385;5;tertiary;4
277;5;6;6;4;5;5;5;5;5;6;5;5;5;5;1;1;1;0;0;1;0;6;6;6;6;6;6;4;6;6;5;5;7;6;4;4;5;5;5;3;3;6;3;4;3;2;2;2;3;4;2;4;2;5;4;4;2;5;;4;2;1987;34;5.769230769;4.375;5.142857143;2.818181818;4;1.461538462;6;tertiary;4
278;5;6;5;1;3;1;4;1;4;6;5;5;4;6;1;1;1;1;0;1;1;6;4;4;6;6;7;6;4;4;4;6;3;4;3;2;2;3;3;5;1;4;2;2;2;1;1;1;2;3;3;3;2;3;2;1;1;4;;3;2;1969;52;4.923076923;2.875;4;2;2.333333333;1.769230769;6;tertiary;6
279;4;6;4;2;6;3;3;2;2;2;5;5;2;5;3;3;2;3;1;2;0;7;2;3;5;6;4;5;1;3;3;3;6;6;3;4;3;3;3;4;3;5;2;3;2;1;1;1;1;3;2;2;3;4;1;3;1;4;1;4;2;1992;29;4.153846154;3.5;3.642857143;1.909090909;2.571428571;2.384615385;6;tertiary;14
280;5;5;5;3;4;2;4;2;4;4;5;5;4;4;1;1;1;1;1;1;1;7;3;5;5;2;5;5;6;3;4;2;6;5;2;6;1;4;4;5;4;5;3;;2;;;;;;;;;5;3;2;;4;;4;2;1970;51;4.461538462;3.875;4;2.5;3.6;1.846153846;6;tertiary;7
281;4;4;4;4;2;2;5;3;2;3;2;4;4;4;2;2;1;1;0;1;1;6;3;6;5;6;5;5;2;3;3;3;6;5;2;4;2;7;5;3;3;7;3;3;4;1;2;2;3;5;3;3;1;5;2;3;2;4;1;4;2;1978;43;4.461538462;4.125;3.357142857;2.727272727;3;1.846153846;6;tertiary;8
282;4;5;4;2;2;2;4;2;2;2;2;3;3;2;1;1;1;2;1;2;1;6;5;5;4;6;3;3;1;2;2;2;3;6;2;4;1;4;4;3;4;6;4;4;3;1;1;1;3;5;1;4;;4;3;1;1;2;;4;2;1971;50;3.692307692;3.5;2.785714286;2.7;2.5;2.230769231;6;tertiary;9
283;5;6;6;5;6;4;4;3;5;5;6;5;5;6;0;0;0;0;0;1;0;7;4;5;5;6;4;7;4;6;4;5;7;7;2;1;1;3;4;4;1;3;3;3;2;1;1;1;1;4;1;3;1;3;1;3;1;5;1;5;2;1995;26;5.461538462;2.375;5.071428571;1.909090909;2.714285714;1.153846154;5;tertiary;1
284;4;5;3;3;3;2;2;1;2;4;3;5;5;5;2;1;2;3;1;1;1;7;3;3;6;4;4;6;3;3;4;4;3;2;5;2;1;3;3;5;4;5;2;4;4;1;1;2;2;4;3;3;4;4;4;4;4;4;5;5;2;1995;26;4;3.5;3.357142857;2.727272727;4.285714286;2.461538462;5;tertiary;11
285;5;6;5;5;3;5;6;4;6;5;5;5;5;6;1;1;1;3;1;0;0;7;6;5;7;7;7;7;6;5;4;6;7;6;4;2;4;6;5;2;3;5;1;3;1;1;1;1;2;5;1;4;2;4;4;5;1;5;;5;2;1994;27;6.153846154;3.875;5.071428571;2;4;1.923076923;5;tertiary;7
286;2;3;2;1;1;3;3;2;3;2;1;4;2;1;2;1;2;2;1;1;1;4;3;3;1;7;1;1;6;1;3;4;1;2;3;1;3;5;4;5;4;5;3;1;1;1;2;2;2;5;2;3;1;3;1;4;1;1;1;4;2;1999;22;2.846153846;3.75;2.142857143;2.090909091;2.142857143;2.153846154;4;secondary;10
287;4;6;5;5;6;5;2;2;3;5;5;5;4;6;1;1;2;1;0;1;1;2;2;2;7;5;3;5;2;2;3;2;7;2;2;1;2;5;3;2;5;7;3;2;4;1;1;1;2;5;2;4;2;5;3;2;3;4;1;5;1;1994;27;3.384615385;3.375;4.5;2.454545455;3.285714286;2.153846154;6;tertiary;7
288;1;3;2;4;1;1;1;1;3;3;3;1;3;2;1;0;1;0;0;1;0;7;5;6;7;6;7;2;7;7;6;6;7;7;1;1;4;2;1;4;2;4;1;2;1;1;2;1;3;5;1;1;1;4;1;1;1;5;1;4;2;1966;55;6.153846154;2.375;2.071428571;1.727272727;2.428571429;1.384615385;7;tertiary;3
289;3;5;5;5;2;2;5;5;3;6;3;5;5;5;1;1;1;1;0;1;0;7;5;6;7;7;6;7;6;5;6;6;7;6;2;1;5;5;3;3;5;7;3;4;4;1;1;1;1;5;1;3;1;4;1;1;1;4;1;4;1;1954;67;6.230769231;3.875;4.214285714;2.272727273;2.285714286;1.538461538;7;tertiary;5
290;5;6;5;3;3;4;6;5;5;5;5;5;4;5;1;1;1;1;0;0;0;7;6;6;5;7;7;3;6;6;6;5;6;5;5;6;3;6;5;5;5;6;3;4;4;1;1;1;3;5;1;3;4;5;4;;2;;4;4;2;1975;46;5.769230769;5.125;4.714285714;2.727272727;3.8;1.538461538;6;tertiary;4
291;4;4;2;1;1;1;2;1;1;1;2;1;1;2;2;1;3;3;1;3;0;5;4;6;4;6;2;2;4;6;4;5;1;6;2;1;3;2;4;2;2;3;3;3;3;1;1;1;1;3;1;3;1;4;3;4;1;1;1;5;2;1980;41;4.230769231;2.375;1.714285714;1.909090909;2.714285714;2.307692308;6;tertiary;13
292;5;6;5;3;5;5;5;5;5;6;5;5;6;6;1;0;1;0;0;1;0;7;5;6;7;7;7;5;7;7;5;6;6;7;3;1;4;5;5;3;5;6;3;1;3;3;3;4;3;5;3;3;1;3;3;1;;;1;4;2;1962;59;6.307692308;4;5.142857143;2.909090909;2.4;1.384615385;6;tertiary;3
293;5;6;4;2;1;1;5;1;5;5;6;6;3;5;2;2;2;2;2;1;1;1;4;4;6;5;7;1;2;2;3;6;3;7;1;1;2;2;3;3;2;5;1;1;1;1;1;1;1;2;2;2;2;5;1;4;1;1;4;4;2;1997;24;3.923076923;2.375;3.928571429;1.363636364;2.857142857;2.538461538;4;secondary;12
294;4;5;5;5;5;3;6;3;5;5;5;5;5;5;1;0;1;1;0;0;0;6;6;6;6;7;7;5;6;4;5;3;6;7;5;5;4;6;5;5;5;6;2;3;4;1;1;1;2;5;2;3;3;4;3;3;2;4;4;4;2;1961;60;5.692307692;5.125;4.714285714;2.454545455;3.428571429;1.384615385;7;tertiary;3
295;2;4;3;2;1;2;4;5;3;5;2;3;3;3;2;1;1;1;0;0;1;6;6;6;5;5;6;4;6;3;2;5;3;4;3;1;2;1;3;2;2;4;2;4;2;1;1;1;1;4;1;3;1;1;1;2;1;2;1;3;1;1991;30;4.692307692;2.25;3;1.909090909;1.571428571;1.692307692;6;tertiary;6
296;6;6;5;5;1;5;5;5;6;5;5;6;6;6;1;1;1;2;0;1;1;2;2;5;7;6;5;7;5;4;6;6;5;4;2;2;5;4;5;2;4;5;2;2;5;3;3;3;2;4;2;3;1;4;1;4;2;;1;5;2;2001;20;4.923076923;3.625;5.142857143;2.727272727;2.833333333;1.692307692;4;secondary;7
297;5;5;5;3;3;5;5;5;5;6;5;5;5;6;1;1;1;0;0;1;0;6;3;3;7;6;5;6;5;6;3;5;6;6;5;6;6;6;6;6;6;6;2;2;4;4;3;3;4;5;3;3;;4;4;4;3;4;;5;2;1941;80;5.153846154;5.875;4.857142857;3.3;4;2;3;primary;4
298;4;4;4;3;3;3;3;2;4;4;4;4;3;3;3;3;3;3;1;1;2;3;2;3;3;4;2;4;3;2;4;3;3;5;2;5;2;4;5;3;2;4;2;2;4;2;2;2;2;5;2;3;2;5;2;3;2;3;;4;2;1999;22;3.153846154;3.375;3.428571429;2.545454545;3.166666667;2.615384615;4;secondary;16
299;3;5;3;2;3;2;3;2;3;4;3;3;4;3;1;0;1;1;0;1;0;7;4;6;5;6;6;5;5;6;5;5;5;4;4;4;5;5;5;4;4;6;3;3;4;3;3;3;4;4;4;4;3;4;3;4;3;3;3;3;2;1964;57;5.307692308;4.625;3.071428571;3.454545455;3.285714286;1.461538462;6;tertiary;4
300;5;6;6;5;6;1;5;1;6;6;4;6;5;6;0;0;0;0;1;1;0;7;6;5;7;7;7;6;7;7;7;6;7;6;2;1;3;4;4;5;4;6;2;3;3;3;3;3;3;4;3;3;3;5;3;3;3;3;3;4;1;1960;61;6.538461538;3.625;4.857142857;3;3.428571429;1.230769231;6;tertiary;2
301;1;2;1;1;1;1;2;2;2;3;2;2;3;1;3;3;3;3;2;2;1;1;1;2;3;6;5;5;3;1;1;5;2;5;1;1;4;3;2;1;3;4;1;1;3;1;1;1;1;5;2;1;1;4;1;4;1;4;1;3;2;1979;42;3.076923077;2.375;1.714285714;1.636363636;2.571428571;3.076923077;6;tertiary;17
302;2;5;2;2;6;2;6;4;4;5;6;5;4;6;3;1;3;2;1;2;2;7;5;5;7;6;7;6;5;6;4;5;6;7;3;4;2;4;4;3;4;4;3;4;3;1;2;2;3;5;3;3;3;5;5;3;1;4;4;5;2;1983;38;5.846153846;3.5;4.214285714;2.909090909;3.857142857;2.307692308;5;tertiary;14
